sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Male,25 - 45,Caucasian,M,27,5,0,0,0,0
Male,25 - 45,Caucasian,F,44,6,0,0,0,1
Male,Less than 25,African-American,M,23,2,0,0,0,1
Male,25 - 45,African-American,M,26,0,0,0,0,0
Female,Less than 25,Caucasian,M,23,2,0,0,0,0
Male,25 - 45,African-American,F,27,3,0,0,0,1
Female,Greater than 45,Caucasian,F,46,1,0,0,0,0
Female,25 - 45,African-American,F,27,1,1,0,0,0
Male,Greater than 45,Caucasian,F,45,7,0,0,0,0
Male,25 - 45,African-American,M,42,1,0,0,0,0
Female,Less than 25,Caucasian,M,24,3,0,1,0,1
Male,Less than 25,African-American,F,20,2,1,1,1,1
Male,Greater than 45,Caucasian,F,49,3,0,0,0,0
Male,25 - 45,Caucasian,M,29,8,0,0,0,1
Male,25 - 45,Hispanic,F,29,0,0,0,0,0
Female,Greater than 45,Caucasian,F,52,1,0,0,0,0
Male,25 - 45,Hispanic,M,37,4,0,0,0,1
Male,25 - 45,African-American,M,26,1,0,0,0,0
Male,Greater than 45,African-American,F,53,15,0,0,0,1
Male,Greater than 45,Hispanic,F,47,1,0,0,0,0
Male,25 - 45,African-American,M,38,0,0,0,0,1
Male,25 - 45,African-American,F,25,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,1,0,0,1
Male,Greater than 45,African-American,M,48,0,0,0,0,0
Female,25 - 45,Caucasian,F,40,1,0,0,0,0
Female,Less than 25,Other,F,24,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,1
Male,25 - 45,African-American,M,36,4,0,0,0,0
Male,25 - 45,Caucasian,M,38,2,0,0,0,0
Male,Less than 25,Other,F,23,0,0,0,0,1
Male,Greater than 45,Other,M,54,2,0,0,0,0
Male,Less than 25,Hispanic,F,24,1,0,0,0,0
Female,25 - 45,Caucasian,M,44,0,0,0,0,1
Female,Less than 25,African-American,F,23,2,0,0,0,1
Male,Greater than 45,Caucasian,M,64,0,0,0,0,0
Male,25 - 45,Caucasian,M,38,5,0,0,0,1
Female,Greater than 45,Other,M,45,0,0,0,0,0
Male,Greater than 45,African-American,F,49,1,0,0,0,0
Female,Greater than 45,African-American,F,45,3,0,0,0,0
Male,25 - 45,Asian,M,33,0,0,0,0,0
Male,25 - 45,Hispanic,F,44,2,0,0,0,0
Male,Greater than 45,African-American,F,51,3,0,0,0,0
Male,Greater than 45,African-American,F,50,0,0,0,0,0
Male,25 - 45,Caucasian,M,33,2,0,2,0,0
Female,Greater than 45,Caucasian,M,54,0,0,0,0,0
Male,25 - 45,Hispanic,F,28,3,0,0,0,1
Male,25 - 45,Caucasian,F,33,14,0,0,1,0
Male,25 - 45,African-American,M,42,17,0,0,0,1
Male,25 - 45,Caucasian,F,34,3,0,0,0,0
Male,25 - 45,Caucasian,F,38,2,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,25 - 45,African-American,F,33,5,0,0,0,0
Male,25 - 45,African-American,M,32,9,0,0,1,1
Male,Greater than 45,Caucasian,M,45,1,0,0,0,0
Male,25 - 45,Caucasian,F,30,1,0,0,0,1
Female,25 - 45,African-American,F,29,0,0,0,0,0
Male,25 - 45,African-American,M,44,3,0,0,0,0
Female,Greater than 45,Caucasian,M,51,0,0,0,0,1
Female,25 - 45,African-American,F,28,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,1,0,0,0,0
Male,25 - 45,Hispanic,F,28,16,0,0,0,1
Female,25 - 45,African-American,F,30,0,0,0,0,0
Male,25 - 45,African-American,M,32,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,5,0,0,0,0
Male,Less than 25,Hispanic,F,21,1,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Female,25 - 45,Caucasian,F,34,0,0,0,0,1
Male,Less than 25,African-American,F,24,7,0,0,0,1
Male,25 - 45,Caucasian,M,32,0,0,0,0,0
Female,25 - 45,Caucasian,F,38,5,0,0,0,1
Male,Greater than 45,African-American,M,56,3,0,0,0,0
Female,25 - 45,African-American,M,44,0,0,0,0,0
Male,25 - 45,African-American,M,31,1,0,0,0,1
Female,25 - 45,Caucasian,F,25,6,0,0,0,0
Female,Less than 25,African-American,M,20,0,0,0,0,0
Male,25 - 45,African-American,M,35,1,0,0,0,0
Male,25 - 45,African-American,F,33,1,0,0,0,1
Male,Less than 25,African-American,M,24,0,0,0,0,0
Female,25 - 45,Hispanic,M,40,2,0,0,0,0
Male,25 - 45,African-American,F,27,9,0,0,0,1
Female,Less than 25,African-American,M,21,2,0,0,0,0
Male,25 - 45,African-American,F,38,9,0,0,0,1
Male,Less than 25,Caucasian,F,20,0,0,0,1,1
Male,25 - 45,African-American,F,30,9,0,0,0,1
Male,25 - 45,Caucasian,F,36,9,0,0,0,1
Male,Less than 25,African-American,M,23,2,0,0,0,1
Male,25 - 45,African-American,F,39,21,0,0,0,1
Male,25 - 45,African-American,M,32,3,0,0,0,0
Male,25 - 45,Caucasian,F,29,3,0,0,0,1
Male,Greater than 45,Caucasian,M,58,2,0,0,0,1
Male,Less than 25,Hispanic,F,23,2,0,0,1,0
Male,Less than 25,Caucasian,M,23,3,0,0,0,1
Female,Greater than 45,African-American,F,68,5,0,0,0,0
Female,25 - 45,Caucasian,M,26,2,0,0,0,0
Male,Greater than 45,African-American,F,51,0,0,0,0,1
Male,25 - 45,African-American,M,25,0,0,0,0,0
Male,25 - 45,African-American,F,40,5,0,0,0,1
Male,Greater than 45,African-American,F,51,14,0,0,0,0
Male,25 - 45,African-American,M,27,2,0,0,0,1
Male,Greater than 45,African-American,M,49,11,0,0,0,1
Male,25 - 45,Other,M,36,0,0,0,0,0
Male,25 - 45,Caucasian,M,28,5,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,0,0
Male,Less than 25,African-American,F,21,2,0,0,0,1
Female,25 - 45,African-American,F,31,0,0,0,0,0
Male,Greater than 45,African-American,M,57,0,0,0,0,0
Female,Greater than 45,Caucasian,F,61,8,0,0,0,1
Male,25 - 45,Hispanic,F,35,3,0,0,0,1
Male,Greater than 45,African-American,F,54,3,0,0,0,1
Male,25 - 45,Caucasian,F,39,0,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,1,0,0
Female,25 - 45,Hispanic,F,29,0,0,0,0,1
Male,Greater than 45,African-American,F,48,8,0,0,1,1
Male,25 - 45,African-American,M,30,6,0,0,1,1
Male,25 - 45,African-American,F,26,10,0,1,0,1
Male,25 - 45,Caucasian,F,36,2,0,0,0,0
Male,25 - 45,African-American,F,37,12,0,0,0,1
Male,25 - 45,African-American,F,26,4,0,0,0,1
Male,25 - 45,African-American,M,29,7,0,0,0,1
Male,25 - 45,African-American,M,26,1,0,0,0,1
Male,Greater than 45,African-American,F,60,2,0,0,0,0
Male,25 - 45,Caucasian,F,27,2,0,0,0,1
Male,25 - 45,African-American,F,41,16,2,0,0,1
Male,Less than 25,Caucasian,F,22,1,0,0,1,0
Male,25 - 45,African-American,F,28,3,0,0,0,0
Male,25 - 45,African-American,F,33,13,0,0,0,1
Male,25 - 45,African-American,F,28,2,0,0,0,0
Male,Greater than 45,Caucasian,M,55,0,0,0,0,1
Male,Less than 25,African-American,F,21,6,0,1,0,1
Male,25 - 45,Hispanic,F,28,2,0,0,0,1
Female,Less than 25,Hispanic,M,22,0,0,0,0,0
Female,25 - 45,Caucasian,F,29,6,0,0,0,1
Male,Greater than 45,African-American,F,45,5,0,0,0,0
Male,Less than 25,African-American,M,24,2,0,0,0,1
Male,Greater than 45,African-American,F,50,12,0,0,0,1
Male,Less than 25,African-American,M,24,1,0,0,0,1
Male,Greater than 45,African-American,F,47,1,0,0,0,0
Male,Greater than 45,Caucasian,M,57,1,0,0,0,0
Male,Greater than 45,Caucasian,F,54,6,0,0,0,0
Female,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,25 - 45,Caucasian,F,35,5,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,1
Male,Greater than 45,Caucasian,F,53,1,0,0,0,0
Female,25 - 45,African-American,M,31,2,0,0,0,0
Male,Greater than 45,Caucasian,F,83,4,0,0,0,0
Male,Greater than 45,Hispanic,F,46,15,0,0,0,0
Male,25 - 45,African-American,F,31,0,0,0,0,1
Male,Less than 25,Other,F,23,4,0,0,0,0
Male,Greater than 45,African-American,F,47,9,0,0,0,0
Male,25 - 45,Hispanic,F,31,4,0,0,0,0
Male,Greater than 45,African-American,M,50,0,0,0,0,0
Male,Less than 25,African-American,M,24,9,0,1,0,1
Female,Less than 25,African-American,F,22,2,0,1,0,0
Male,Greater than 45,Hispanic,M,45,1,0,0,0,0
Female,25 - 45,African-American,F,30,2,0,0,0,0
Male,25 - 45,Other,M,30,5,0,0,0,1
Male,25 - 45,African-American,M,36,4,0,0,0,0
Female,25 - 45,Caucasian,M,43,22,0,0,0,1
Male,Greater than 45,African-American,M,50,0,0,0,0,0
Female,Less than 25,Other,F,24,2,0,0,0,1
Female,25 - 45,Caucasian,F,42,3,0,0,0,0
Female,25 - 45,Caucasian,F,29,1,0,0,0,1
Female,25 - 45,Hispanic,F,28,2,0,0,0,0
Male,25 - 45,Hispanic,M,31,0,0,0,0,0
Male,25 - 45,African-American,F,25,5,0,0,0,1
Male,25 - 45,African-American,F,36,4,0,0,0,0
Male,Less than 25,African-American,M,24,1,0,0,0,1
Male,25 - 45,Caucasian,F,28,5,0,0,0,0
Male,25 - 45,Caucasian,M,31,0,0,0,0,1
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,Caucasian,M,29,4,0,0,0,1
Male,Greater than 45,African-American,M,51,11,0,0,0,1
Male,25 - 45,African-American,F,34,1,0,0,0,0
Male,25 - 45,African-American,F,29,12,0,0,0,1
Male,25 - 45,African-American,F,39,13,0,1,0,1
Female,25 - 45,Hispanic,M,36,0,0,0,0,0
Male,Greater than 45,African-American,M,59,15,0,0,0,1
Male,Less than 25,African-American,F,23,3,0,0,2,1
Male,25 - 45,African-American,F,31,15,0,0,0,0
Male,Greater than 45,Caucasian,M,53,0,0,0,0,0
Male,25 - 45,African-American,F,34,12,0,0,0,0
Female,Greater than 45,African-American,F,63,1,0,0,0,0
Male,Less than 25,Other,F,21,0,0,0,0,1
Female,Less than 25,African-American,F,21,0,0,0,0,1
Male,Greater than 45,Caucasian,F,47,28,0,0,0,1
Male,25 - 45,African-American,F,34,7,0,0,0,1
Male,25 - 45,African-American,M,43,1,0,0,0,0
Male,Greater than 45,Caucasian,F,58,4,0,0,0,1
Female,25 - 45,Hispanic,F,40,4,0,0,0,1
Male,25 - 45,African-American,F,36,16,3,0,0,1
Female,Less than 25,African-American,M,23,0,0,0,0,0
Male,25 - 45,African-American,F,34,5,0,0,0,1
Male,Greater than 45,Caucasian,F,56,13,0,0,0,0
Female,Greater than 45,Caucasian,F,52,0,0,0,0,0
Male,Greater than 45,African-American,F,56,0,0,0,0,0
Female,25 - 45,African-American,M,37,0,0,0,0,0
Female,Greater than 45,Caucasian,M,50,0,0,0,0,0
Male,25 - 45,African-American,F,25,1,0,0,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,1
Female,25 - 45,Caucasian,M,43,0,0,0,0,1
Male,25 - 45,Caucasian,M,30,1,0,0,0,0
Male,25 - 45,Asian,F,29,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,25 - 45,African-American,M,29,7,0,0,0,1
Female,25 - 45,Caucasian,F,27,3,0,0,0,0
Female,Less than 25,Caucasian,F,24,0,0,0,0,0
Female,Greater than 45,African-American,F,74,0,0,0,0,0
Male,25 - 45,African-American,M,27,8,0,0,1,1
Male,25 - 45,Hispanic,F,37,1,0,0,0,1
Male,25 - 45,African-American,F,39,8,0,1,1,1
Male,25 - 45,Caucasian,F,29,5,0,0,0,0
Male,25 - 45,African-American,M,25,0,0,0,0,1
Female,25 - 45,African-American,F,35,5,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,1
Male,25 - 45,Caucasian,F,36,1,0,0,0,0
Male,Greater than 45,African-American,F,61,13,0,0,0,1
Male,25 - 45,Caucasian,F,26,2,0,0,0,0
Male,25 - 45,African-American,M,28,1,0,0,0,0
Female,25 - 45,African-American,F,26,1,0,0,0,0
Female,25 - 45,Caucasian,F,39,11,0,1,0,1
Male,Less than 25,African-American,F,22,3,0,1,0,1
Male,25 - 45,Caucasian,F,28,0,0,0,0,0
Male,Greater than 45,Caucasian,F,51,1,0,0,0,1
Female,25 - 45,Hispanic,M,35,0,0,0,0,0
Female,Less than 25,African-American,M,23,0,0,0,0,0
Male,25 - 45,African-American,F,29,6,1,2,0,1
Male,Less than 25,Other,F,20,0,0,0,0,1
Male,Less than 25,African-American,M,24,1,0,0,2,1
Female,Less than 25,Hispanic,M,23,2,0,1,0,0
Female,25 - 45,African-American,F,33,5,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,1,0,0,1
Male,Greater than 45,Caucasian,M,59,3,0,0,0,0
Male,25 - 45,Caucasian,F,26,4,0,0,0,1
Male,25 - 45,Caucasian,M,36,0,0,0,0,0
Male,25 - 45,Other,F,38,2,0,0,0,0
Male,Less than 25,Caucasian,M,19,5,1,3,2,1
Male,25 - 45,Hispanic,F,28,2,0,0,0,0
Male,Less than 25,Hispanic,F,23,2,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,2,1
Male,Greater than 45,African-American,M,52,0,0,0,0,1
Male,Greater than 45,African-American,F,56,12,0,0,0,1
Male,25 - 45,Caucasian,M,40,1,0,0,0,0
Female,Greater than 45,Caucasian,M,48,8,0,0,0,1
Male,Less than 25,African-American,M,24,2,0,1,2,0
Female,25 - 45,African-American,F,26,0,0,0,0,0
Male,Greater than 45,African-American,M,59,5,0,0,0,0
Male,Greater than 45,Caucasian,F,66,1,0,0,0,1
Female,Greater than 45,African-American,F,54,6,0,0,0,0
Male,25 - 45,Caucasian,M,31,4,0,0,0,1
Male,25 - 45,Caucasian,F,34,0,0,0,0,0
Male,25 - 45,African-American,F,25,9,0,0,0,1
Male,Greater than 45,Caucasian,F,47,2,0,0,0,0
Male,Greater than 45,African-American,F,51,12,0,0,1,1
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Male,25 - 45,Other,F,25,0,0,0,0,1
Female,25 - 45,African-American,F,31,2,0,0,0,1
Male,25 - 45,Hispanic,F,44,2,0,0,0,1
Male,25 - 45,Caucasian,F,36,1,0,0,0,0
Male,Greater than 45,Caucasian,F,77,3,0,0,0,0
Male,Greater than 45,Caucasian,M,49,0,0,0,0,0
Male,25 - 45,African-American,F,31,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,1,0,0,1,0
Male,25 - 45,African-American,F,29,3,1,0,0,1
Female,Greater than 45,Caucasian,F,53,6,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,1,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Female,25 - 45,African-American,F,27,1,0,0,0,1
Female,Greater than 45,African-American,F,65,0,0,0,0,0
Female,Greater than 45,Caucasian,M,59,0,0,0,0,0
Male,Greater than 45,African-American,M,59,0,0,0,0,0
Male,Less than 25,African-American,M,24,0,0,0,0,0
Male,25 - 45,African-American,F,40,0,0,0,0,0
Male,Greater than 45,African-American,F,51,0,0,0,0,1
Male,25 - 45,African-American,F,34,10,1,0,0,1
Male,25 - 45,Hispanic,F,30,1,0,0,0,1
Male,Greater than 45,African-American,F,52,1,0,0,0,0
Male,25 - 45,Caucasian,F,29,1,0,0,0,1
Male,Less than 25,African-American,F,24,15,0,0,0,1
Male,25 - 45,African-American,F,38,2,0,0,0,1
Female,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,43,0,0,0,0,0
Male,25 - 45,Caucasian,F,32,5,0,0,0,1
Male,Greater than 45,African-American,F,55,0,0,0,0,0
Male,25 - 45,African-American,F,26,2,0,0,0,0
Male,Less than 25,Caucasian,M,23,1,0,0,1,0
Female,Greater than 45,Other,F,47,0,0,0,0,0
Male,25 - 45,Caucasian,M,28,1,0,0,0,1
Male,25 - 45,Hispanic,F,27,0,0,0,0,1
Male,Greater than 45,Hispanic,F,61,2,0,0,0,1
Male,25 - 45,African-American,F,26,0,0,0,0,0
Male,25 - 45,Hispanic,M,41,1,0,0,0,0
Female,25 - 45,Caucasian,M,28,1,0,0,0,1
Male,25 - 45,African-American,F,43,0,0,0,0,1
Male,25 - 45,Caucasian,F,30,3,0,0,0,0
Male,25 - 45,African-American,M,33,21,0,0,0,1
Male,Less than 25,Caucasian,M,21,0,0,0,1,0
Female,25 - 45,Caucasian,M,32,0,0,0,1,0
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Greater than 45,African-American,F,51,3,0,0,0,0
Male,Less than 25,African-American,F,20,2,0,0,1,1
Male,25 - 45,Caucasian,F,35,2,0,0,0,0
Female,25 - 45,African-American,F,37,3,0,0,0,0
Male,25 - 45,African-American,M,28,0,0,0,0,1
Male,25 - 45,Caucasian,M,41,3,0,0,0,1
Male,Less than 25,African-American,M,24,0,0,0,0,1
Female,25 - 45,African-American,M,33,3,0,0,0,0
Male,25 - 45,African-American,F,25,4,0,0,0,1
Female,25 - 45,Caucasian,F,30,4,0,0,0,0
Male,Less than 25,African-American,F,20,1,0,0,0,1
Female,25 - 45,African-American,F,42,1,0,0,0,0
Female,25 - 45,African-American,F,40,15,0,0,0,1
Male,25 - 45,African-American,F,39,0,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,Caucasian,F,39,2,0,0,0,1
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,41,0,0,0,0,0
Male,25 - 45,African-American,F,39,1,0,0,0,0
Female,Less than 25,African-American,F,24,3,0,0,0,0
Female,Less than 25,African-American,F,24,1,0,0,0,0
Male,25 - 45,African-American,M,29,0,0,0,0,1
Male,25 - 45,African-American,F,39,35,0,0,0,0
Male,25 - 45,Caucasian,M,25,2,0,0,0,1
Female,Less than 25,Caucasian,F,23,0,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,1,1
Female,25 - 45,Other,M,26,4,0,0,0,1
Male,25 - 45,African-American,M,26,3,0,3,0,1
Female,Less than 25,African-American,M,24,3,0,0,0,1
Male,25 - 45,African-American,M,44,0,0,0,0,0
Male,25 - 45,Caucasian,F,36,1,0,0,0,1
Male,25 - 45,Caucasian,F,39,10,0,0,0,1
Male,25 - 45,Caucasian,F,42,0,0,0,0,0
Male,Greater than 45,Caucasian,M,45,1,0,0,0,0
Male,25 - 45,African-American,F,25,7,0,1,0,1
Female,25 - 45,Caucasian,F,28,7,0,0,0,0
Male,25 - 45,Caucasian,F,33,0,0,0,0,0
Male,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,25 - 45,African-American,F,32,5,0,1,0,0
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,Caucasian,M,39,0,0,0,0,0
Male,25 - 45,African-American,F,27,12,0,0,0,1
Female,25 - 45,Caucasian,M,35,4,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,0,0
Female,25 - 45,African-American,M,38,0,0,0,0,0
Male,25 - 45,African-American,F,30,4,0,0,0,0
Male,25 - 45,Caucasian,F,30,1,0,0,0,0
Female,25 - 45,Caucasian,M,30,0,0,0,0,0
Male,25 - 45,African-American,F,26,18,1,1,0,1
Male,25 - 45,African-American,F,31,2,0,0,0,0
Female,25 - 45,Caucasian,M,41,1,0,0,0,0
Male,25 - 45,Other,F,34,0,0,0,0,0
Female,25 - 45,African-American,M,25,0,0,0,0,0
Female,25 - 45,Caucasian,F,26,1,0,0,0,0
Male,25 - 45,African-American,F,38,2,0,0,0,1
Female,25 - 45,African-American,M,37,0,0,0,0,0
Male,25 - 45,Caucasian,M,34,3,0,0,1,0
Male,25 - 45,Hispanic,F,44,7,0,0,0,1
Female,25 - 45,Hispanic,F,38,0,0,0,0,0
Female,25 - 45,African-American,M,31,0,0,0,0,0
Female,25 - 45,Caucasian,M,29,0,0,0,0,0
Male,Less than 25,Caucasian,F,20,1,1,0,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,0
Female,Greater than 45,Hispanic,M,51,0,0,0,0,0
Male,Less than 25,African-American,M,24,2,0,0,0,1
Male,Greater than 45,African-American,F,47,0,0,0,0,1
Female,25 - 45,African-American,F,36,1,0,0,0,1
Male,Less than 25,African-American,M,21,1,0,0,0,0
Male,25 - 45,African-American,M,25,3,0,1,0,1
Male,Less than 25,African-American,F,23,5,0,0,1,1
Male,Less than 25,Other,M,23,0,0,0,0,0
Female,Less than 25,Caucasian,M,24,0,0,0,0,0
Male,25 - 45,Caucasian,F,35,2,0,0,0,1
Female,Less than 25,Hispanic,M,23,0,0,0,0,0
Female,Less than 25,African-American,M,19,0,0,0,0,1
Male,25 - 45,Caucasian,F,32,0,0,0,0,1
Female,25 - 45,Caucasian,M,39,0,0,0,0,1
Male,25 - 45,African-American,F,30,12,4,0,0,1
Male,25 - 45,African-American,F,33,2,0,0,0,0
Male,Less than 25,Caucasian,M,20,0,0,0,0,1
Female,25 - 45,Caucasian,M,36,0,0,0,0,0
Male,Greater than 45,Hispanic,F,61,1,0,0,0,0
Male,25 - 45,African-American,F,29,8,0,1,1,1
Female,25 - 45,Caucasian,F,40,0,0,0,0,0
Male,Greater than 45,African-American,F,53,4,0,0,0,0
Female,25 - 45,Caucasian,M,28,0,0,0,0,0
Male,25 - 45,Hispanic,M,38,2,0,0,0,0
Male,25 - 45,African-American,F,27,9,0,1,0,1
Male,Greater than 45,Caucasian,F,55,0,0,0,0,0
Male,Less than 25,African-American,M,22,1,1,0,0,0
Female,25 - 45,African-American,F,34,1,0,0,0,0
Male,Greater than 45,Caucasian,M,55,1,0,0,0,0
Male,Less than 25,Hispanic,F,24,2,0,0,0,0
Female,Greater than 45,African-American,M,47,21,0,1,1,1
Male,25 - 45,Other,M,41,0,0,0,0,0
Male,25 - 45,Hispanic,F,41,0,0,0,0,0
Male,Greater than 45,African-American,F,61,12,0,0,0,0
Male,Greater than 45,African-American,F,57,3,0,0,0,0
Female,25 - 45,Caucasian,M,38,2,0,0,0,0
Male,25 - 45,Caucasian,F,25,13,4,0,1,1
Male,Less than 25,African-American,F,23,0,0,0,0,1
Male,Less than 25,Caucasian,F,23,3,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,0,0
Male,25 - 45,Caucasian,F,44,1,0,0,0,0
Female,25 - 45,Caucasian,M,38,1,0,0,0,0
Male,Greater than 45,African-American,F,56,5,0,0,0,1
Male,25 - 45,Caucasian,F,43,2,0,0,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,1
Male,25 - 45,African-American,F,31,6,0,0,0,1
Male,25 - 45,Other,F,32,0,0,0,0,0
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,0,0,1
Male,Less than 25,African-American,F,23,3,0,0,0,1
Male,Less than 25,Caucasian,F,24,1,0,0,1,0
Male,Greater than 45,Other,M,45,0,0,0,0,0
Male,Less than 25,African-American,F,21,2,0,1,0,0
Female,25 - 45,African-American,M,29,0,0,0,0,0
Female,Greater than 45,Caucasian,M,51,0,0,0,0,1
Male,25 - 45,Hispanic,M,36,2,1,0,0,1
Male,25 - 45,African-American,F,25,1,0,0,0,0
Male,Greater than 45,Hispanic,F,46,13,0,0,0,0
Male,Greater than 45,African-American,F,62,22,0,0,0,1
Male,25 - 45,African-American,F,25,0,0,0,0,1
Male,25 - 45,Caucasian,F,27,2,0,0,0,0
Male,Greater than 45,African-American,M,49,0,0,0,0,0
Female,Less than 25,Caucasian,F,22,3,0,0,0,1
Female,25 - 45,Caucasian,M,34,9,0,0,0,1
Male,25 - 45,Hispanic,F,37,1,0,0,0,0
Male,Less than 25,Caucasian,F,21,0,0,0,0,1
Male,Greater than 45,Caucasian,M,51,3,0,0,0,1
Female,25 - 45,Caucasian,F,39,2,0,0,0,1
Male,25 - 45,African-American,F,43,8,0,0,0,1
Male,Less than 25,African-American,M,22,0,0,0,0,1
Female,25 - 45,African-American,F,28,4,0,0,0,0
Male,25 - 45,Caucasian,F,43,0,0,0,0,1
Male,25 - 45,Caucasian,F,27,7,0,0,0,1
Male,25 - 45,Other,F,27,0,0,0,0,1
Male,25 - 45,Caucasian,F,31,1,0,0,0,1
Female,25 - 45,African-American,M,28,0,0,0,0,0
Male,Greater than 45,Caucasian,M,58,3,0,0,0,0
Male,Less than 25,Caucasian,F,22,0,0,0,0,1
Male,Less than 25,Hispanic,M,21,0,0,0,0,1
Male,25 - 45,African-American,F,31,5,0,0,0,0
Male,25 - 45,African-American,F,33,0,0,0,0,0
Male,25 - 45,African-American,M,26,6,0,0,0,1
Female,Less than 25,African-American,M,23,1,0,1,0,0
Male,25 - 45,Caucasian,F,32,11,0,0,0,0
Male,Greater than 45,African-American,F,57,2,0,0,0,0
Male,Less than 25,Caucasian,F,22,0,0,0,0,0
Female,25 - 45,African-American,F,35,2,0,0,0,0
Male,Greater than 45,Caucasian,F,47,1,0,0,0,1
Male,25 - 45,Hispanic,F,35,2,0,0,0,0
Male,25 - 45,African-American,F,29,17,0,0,1,1
Female,Greater than 45,Caucasian,M,54,1,0,0,0,0
Male,25 - 45,Caucasian,F,29,0,0,0,0,0
Female,25 - 45,Other,M,28,0,0,0,0,1
Male,Greater than 45,African-American,F,51,17,0,0,0,1
Female,25 - 45,African-American,M,36,0,0,0,0,0
Male,25 - 45,Caucasian,M,35,3,0,0,0,1
Male,Less than 25,African-American,F,20,1,0,0,1,1
Male,25 - 45,African-American,F,25,0,0,0,0,0
Male,25 - 45,African-American,M,29,2,0,0,0,0
Male,25 - 45,Hispanic,F,31,0,0,0,0,1
Male,Greater than 45,African-American,F,62,4,0,0,0,0
Male,25 - 45,Caucasian,M,39,0,0,0,0,0
Male,25 - 45,African-American,F,30,1,0,0,0,1
Female,Less than 25,African-American,F,23,0,0,0,0,0
Female,Less than 25,African-American,F,23,1,0,0,0,0
Female,25 - 45,Hispanic,M,37,0,0,0,0,0
Male,25 - 45,African-American,F,30,21,0,0,0,1
Male,25 - 45,African-American,F,33,18,0,0,3,1
Male,Less than 25,Hispanic,M,20,0,0,0,0,1
Female,Greater than 45,African-American,F,61,1,0,0,0,0
Male,25 - 45,African-American,F,30,9,0,1,0,1
Male,Less than 25,African-American,F,23,1,0,0,0,0
Female,25 - 45,African-American,F,27,0,0,0,0,1
Male,25 - 45,African-American,M,38,10,0,1,0,0
Male,25 - 45,African-American,F,42,1,0,0,0,0
Male,25 - 45,African-American,F,31,0,0,0,0,0
Male,Less than 25,African-American,F,23,2,0,0,0,1
Male,25 - 45,Caucasian,F,31,1,0,0,0,1
Male,25 - 45,African-American,M,43,1,0,0,0,1
Male,25 - 45,Caucasian,F,39,0,0,0,0,0
Male,25 - 45,African-American,M,31,0,0,0,0,0
Male,Less than 25,Caucasian,F,22,3,0,0,0,1
Female,25 - 45,African-American,F,33,0,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,0,1,0,1
Male,Less than 25,African-American,F,23,1,0,0,0,1
Female,25 - 45,Caucasian,F,29,0,0,0,0,0
Male,Greater than 45,Caucasian,F,62,2,0,0,0,0
Female,Greater than 45,African-American,F,56,1,0,0,0,1
Female,Less than 25,African-American,F,24,4,0,0,0,1
Female,25 - 45,Caucasian,M,44,0,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,1,0,1
Female,25 - 45,African-American,F,28,4,0,0,0,1
Male,25 - 45,African-American,F,30,0,0,0,0,0
Male,25 - 45,Caucasian,M,32,1,0,0,0,1
Male,Greater than 45,Caucasian,F,51,3,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,0
